Table S3. Phage taxonomy.				
Phage ID	E-value	Score	Taxonomy/LastCommonAncestor	
IMGVR_UViG_3300029610_000140|3300029610|Ga0245132_100482	2.60E-09	290	Viruses	
IMGVR_UViG_3300029611_000290|3300029611|Ga0245149_100068|12216-46092	5.50E-165	434.4	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029613_000341|3300029613|Ga0245150_100430|199-42652	2.40E-22	884	Viruses	
IMGVR_UViG_3300029614_000170|3300029614|Ga0245155_100674	1.70E-16	478.6	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029617_000243|3300029617|Ga0245125_101434	8.20E-14	341.4	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes	
IMGVR_UViG_3300029617_000368|3300029617|Ga0245125_100445|7327-44711	1.30E-69	469.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029622_000447|3300029622|Ga0245124_1000161|1-30334	2.70E-13	477	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029643_000090|3300029643|Ga0245225_100006|128307-188129	5.80E-52	346.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029653_000186|3300029653|Ga0245224_100536|63-17923	6.70E-26	170.4	Viruses	
IMGVR_UViG_3300029668_000181|3300029668|Ga0245235_100021|78401-90124	3.30E-16	141.3	Viruses	
IMGVR_UViG_3300029675_000278|3300029675|Ga0245254_100062|112-21837	9.70E-07	201.7	Viruses	
IMGVR_UViG_3300029676_000061|3300029676|Ga0243825_100750	2.00E-27	365.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029684_000017|3300029684|Ga0245194_100799	3.00E-57	284.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029690_000218|3300029690|Ga0245210_101658	2.10E-06	300.8	Viruses	
IMGVR_UViG_3300029702_000009|3300029702|Ga0245265_100532	4.50E-28	300.1	Viruses	
IMGVR_UViG_3300029703_000123|3300029703|Ga0245234_100543	6.40E-18	300.1	Viruses	
IMGVR_UViG_3300029704_000326|3300029704|Ga0245212_100116|39336-79855	8.20E-15	465.3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029706_000242|3300029706|Ga0245271_100002|153236-195245	3.40E-11	986.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029710_000301|3300029710|Ga0245233_100030|102289-131962	9.60E-22	242.9	Viruses	
IMGVR_UViG_3300029712_000393|3300029712|Ga0245206_100917|7193-47900	1.60E-12	465.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029719_000346|3300029719|Ga0245179_1000174|98240-139822	1.70E-10	464.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029721_000142|3300029721|Ga0245216_100462|5228-17297	1.30E-07	197.3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029730_000232|3300029730|Ga0245159_100088|70497-111903	4.90E-12	464.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029734_000246|3300029734|Ga0245168_100016|234851-272062	3.80E-52	471.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029735_000261|3300029735|Ga0245259_100007|58388-109777	1.60E-07	1145	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Nesevirus	
IMGVR_UViG_3300029736_000285|3300029736|Ga0245186_100752|484-18908	8.50E-15	593.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029737_000162|3300029737|Ga0245199_100441	9.30E-24	230.3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029737_000259|3300029737|Ga0245199_100408	1.10E-16	480.7	Viruses	
IMGVR_UViG_3300029738_000268|3300029738|Ga0245262_100058|26108-62384	2.20E-09	887.2	Viruses	
IMGVR_UViG_3300029740_000016|3300029740|Ga0245236_100596	1.60E-07	391.1	Viruses	
IMGVR_UViG_3300029742_000251|3300029742|Ga0245239_100360|6301-43592	5.10E-75	471.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029752_000008|3300029752|Ga0243766_100585	2.10E-63	319.6	Viruses	
IMGVR_UViG_3300029760_000033|3300029760|Ga0242787_101455	6.60E-27	353.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Siphoviridae	
IMGVR_UViG_3300029763_000202|3300029763|Ga0243796_100089|16448-50168	2.10E-45	435	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029766_000134|3300029766|Ga0242809_100822	1.00E-20	348.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029767_000287|3300029767|Ga0243804_100089|16448-50168	4.20E-09	435	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029771_000137|3300029771|Ga0243801_100959	5.00E-42	560.5	Viruses;Duplodnaviria;Heunggongvirae	
IMGVR_UViG_3300029771_000262|3300029771|Ga0243801_100049|128194-161914	1.00E-12	435	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029782_000192|3300029782|Ga0245253_100704	6.80E-20	813.4	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029782_000339|3300029782|Ga0245253_100452|11239-52729	2.20E-22	462.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029785_000185|3300029785|Ga0243763_1000119	8.30E-25	208.7	Viruses	
IMGVR_UViG_3300029790_000331|3300029790|Ga0242825_1000915|28377-41848	6.40E-80	140.8	Viruses	
IMGVR_UViG_3300029793_000466|3300029793|Ga0243738_1000044|75593-114883	1.30E-17	465.4	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029796_000277|3300029796|Ga0243875_1001199	2.10E-11	296	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029796_000457|3300029796|Ga0243875_1000022|55540-145747	3.20E-34	543.9	Viruses	
IMGVR_UViG_3300029841_000125|3300029841|Ga0245272_100885	1.20E-24	1340.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029843_000170|3300029843|Ga0245274_100749	5.10E-61	480.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029845_000178|3300029845|Ga0245277_1000433	3.10E-48	411.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029850_000117|3300029850|Ga0245287_100661	3.90E-07	298.9	Viruses	
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711	8.50E-23	591.6	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029867_000025|3300029867|Ga0311390_10001|176847-230223	3.90E-12	412.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029871_000355|3300029871|Ga0245314_100606|20-24413	3.20E-08	210	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029873_000345|3300029873|Ga0245321_100032|259646-302280	2.10E-40	594.3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029877_000182|3300029877|Ga0245326_100210|37005-74258	1.20E-45	686.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029885_000336|3300029885|Ga0245329_100301|43350-75243	6.20E-27	513.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029887_000143|3300029887|Ga0245331_1000515	3.00E-53	355.9	Viruses	
IMGVR_UViG_3300029888_000102|3300029888|Ga0245333_100008|79770-98312	3.80E-09	170.4	Viruses	
IMGVR_UViG_3300029924_000028|3300029924|Ga0315559_100030	6.10E-06	493.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029927_000045|3300029927|Ga0315564_100230	6.00E-31	474.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029936_000001|3300029936|Ga0119925_100002	3.10E-36	624.8	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae	
IMGVR_UViG_3300029950_000052|3300029950|Ga0315562_100003|184962-238338	8.70E-17	412.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300029998_000017|3300029998|Ga0302271_10000029	2.50E-15	489.3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300030014_000061|3300030014|Ga0302175_10000099	3.90E-11	376.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300030032_000311|3300030032|Ga0245332_100009|270499-305579	4.40E-10	204.4	Viruses	
IMGVR_UViG_3300030035_000085|3300030035|Ga0245021_100260	1.30E-09	560.1	Viruses	
IMGVR_UViG_3300030035_000193|3300030035|Ga0245021_100557|15922-50947	2.00E-80	989.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Vequintavirinae;Mydovirus	
IMGVR_UViG_3300030037_000018|3300030037|Ga0239576_1000688	1.10E-28	251.4	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300030055_000004|3300030055|Ga0302173_10000002	4.40E-11	489.3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300030113_000006|3300030113|Ga0247273_100010	6.40E-08	536.2	Viruses	
IMGVR_UViG_3300030311_000016|3300030311|Ga0238551_100273	5.30E-06	599	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	
IMGVR_UViG_3300030387_000100|3300030387|Ga0168759_100417	4.20E-56	316.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300030444_000113|3300030444|Ga0168855_100381	1.90E-58	342.2	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes	
IMGVR_UViG_3300030444_000240|3300030444|Ga0168855_100312|1-30976	6.90E-24	1003.4	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300030500_000007|3300030500|Ga0268256_1000483	3.60E-25	855	Viruses	
IMGVR_UViG_3300030500_000171|3300030500|Ga0268256_1000014|210955-231613	2.30E-27	793.5	Viruses	
IMGVR_UViG_3300030515_000133|3300030515|Ga0268254_10000052|61-32947	5.10E-38	716.1	Viruses	
IMGVR_UViG_3300030516_000111|3300030516|Ga0268255_10000156	3.50E-18	1576.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Vieuvirus	
IMGVR_UViG_3300030516_000154|3300030516|Ga0268255_10000047|7001-58487	3.00E-88	799.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300030616_000061|3300030616|Ga0272442_10001628	1.10E-19	263.6	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300030753_000041|3300030753|Ga0268248_100027|23527-79452	3.80E-62	1280.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300031084_000152|3300031084|Ga0308159_1002707	2.20E-43	674.6	Viruses	
IMGVR_UViG_3300031088_000780|3300031088|Ga0308157_10000672|88946-98222	4.00E-18	269.8	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	
IMGVR_UViG_3300031110_000604|3300031110|Ga0308165_1000390|2-36136	3.70E-25	432	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300031112_000189|3300031112|Ga0308156_1001051	3.80E-20	674.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300031112_000366|3300031112|Ga0308156_1000025|509060-532839	7.90E-72	355.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300031112_000371|3300031112|Ga0308156_1000262|109005-140176	1.70E-06	829.2	Viruses	
IMGVR_UViG_3300031133_000295|3300031133|Ga0308163_10006104	9.20E-06	195.7	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	
IMGVR_UViG_3300031151_000452|3300031151|Ga0308162_1000166|134-14866	2.30E-140	196.4	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	
IMGVR_UViG_3300031215_000942|3300031215|Ga0307935_1000106	9.40E-07	817.6	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300031232_000426|3300031232|Ga0302323_100000321	3.80E-08	362.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300031329_000017|3300031329|Ga0307934_1000469	3.60E-06	817.6	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300031370_000297|3300031370|Ga0302349_1000094|21288-61927	9.70E-12	829.2	Viruses	
IMGVR_UViG_3300031370_000309|3300031370|Ga0302349_1000042|27725-75501	6.50E-18	785.4	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300031372_000317|3300031372|Ga0302347_1000618	2.00E-12	1229.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300031372_000452|3300031372|Ga0302347_1000080|3-34784	9.80E-08	394	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300031413_000351|3300031413|Ga0308164_10000726	7.10E-24	828.2	Viruses	
IMGVR_UViG_3300031413_000469|3300031413|Ga0308164_10003541	3.10E-12	203.7	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	
IMGVR_UViG_3300031413_000530|3300031413|Ga0308164_10001824	2.80E-08	350.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300031414_000056|3300031414|Ga0308168_1000667	1.10E-11	473.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300031414_000428|3300031414|Ga0308168_1000521	4.20E-09	1139.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300031414_000456|3300031414|Ga0308168_1000629	7.60E-06	485.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300031414_000470|3300031414|Ga0308168_1007242	1.40E-63	605.9	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	
IMGVR_UViG_3300031414_000507|3300031414|Ga0308168_1001330	1.90E-11	196.4	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	
IMGVR_UViG_3300031415_000138|3300031415|Ga0308172_1000086|134-22715	4.60E-25	196.4	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	
IMGVR_UViG_3300031416_000141|3300031416|Ga0308171_1006464	4.50E-20	196.4	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	
IMGVR_UViG_3300031417_000398|3300031417|Ga0308170_10000104|101944-143083	1.80E-18	829.6	Viruses	
IMGVR_UViG_3300031418_000443|3300031418|Ga0308166_1001926	5.60E-14	786.5	Viruses	
IMGVR_UViG_3300031418_000477|3300031418|Ga0308166_1007772	8.30E-36	605.9	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	
IMGVR_UViG_3300031418_000547|3300031418|Ga0308166_1000782	3.20E-16	473.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300031418_000564|3300031418|Ga0308166_1006430	2.10E-11	586.6	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	
IMGVR_UViG_3300031418_000717|3300031418|Ga0308166_1003877|194-7878	1.10E-07	196.4	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	
IMGVR_UViG_3300031418_000781|3300031418|Ga0308166_1000684|4445-42333	3.80E-06	485.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300031419_000054|3300031419|Ga0308167_1001166	3.00E-31	864.4	Viruses	
IMGVR_UViG_3300031419_000278|3300031419|Ga0308167_1001736	1.50E-25	333.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300031419_000378|3300031419|Ga0308167_1000418	1.30E-27	539.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300031419_000555|3300031419|Ga0308167_1000311|3-20629	5.00E-25	823.7	Viruses	
IMGVR_UViG_3300031419_000584|3300031419|Ga0308167_1001374|1-22715	8.10E-18	196.4	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	
IMGVR_UViG_3300031420_000502|3300031420|Ga0308169_10000114|101944-143083	7.90E-12	829.6	Viruses	
IMGVR_UViG_3300031548_000504|3300031548|Ga0307408_100002556	2.50E-09	201.4	Viruses	
IMGVR_UViG_3300031576_000041|3300031576|Ga0247727_10001183	1.10E-06	367.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300031616_000001|3300031616|Ga0307508_10000073	2.00E-06	532.2	Viruses;Duplodnaviria;Heunggongvirae	
IMGVR_UViG_3300031726_000764|3300031726|Ga0302321_100000607	8.90E-104	301.8	Viruses	
IMGVR_UViG_3300031746_000005|3300031746|Ga0315293_10000045	8.30E-91	319.2	Viruses	
IMGVR_UViG_3300031760_000017|3300031760|Ga0326513_10000028	1.70E-18	488.5	Viruses	
IMGVR_UViG_3300031788_000007|3300031788|Ga0302319_10000637	1.30E-13	236.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300031820_000002|3300031820|Ga0307473_10000002	1.70E-13	367.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300031839_002056|3300031839|Ga0326488_1000049|47512-84530	7.40E-11	811.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300031840_000955|3300031840|Ga0326493_1000247|6107-15344	1.00E-09	503.4	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	
IMGVR_UViG_3300031857_000376|3300031857|Ga0315909_10000691	5.50E-09	684.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300031931_000036|3300031931|Ga0326347_100691	7.20E-08	492.7	Viruses	
IMGVR_UViG_3300031951_000146|3300031951|Ga0315904_10000485	2.00E-07	327.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300031963_000139|3300031963|Ga0315901_10000420	7.20E-07	327.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300031963_005004|3300031963|Ga0315901_10002027	1.10E-06	490.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Zobellviridae	
IMGVR_UViG_3300031965_000715|3300031965|Ga0326597_10000772	9.70E-06	337.6	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300031974_003764|3300031974|Ga0326491_1000217	6.70E-121	564.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300031976_001307|3300031976|Ga0326496_1000010|198097-214471	9.70E-146	503.2	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	
IMGVR_UViG_3300031977_002617|3300031977|Ga0326498_1000167	1.10E-10	564.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300031991_000113|3300031991|Ga0318467_1000019|169-38629	2.70E-09	431.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300032031_000184|3300032031|Ga0326364_1370909	3.10E-07	930	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300032053_012063|3300032053|Ga0315284_10000755	8.00E-07	366.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300032053_018310|3300032053|Ga0315284_10000755|2156-44510	4.30E-06	366.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300032069_000583|3300032069|Ga0315282_10008620	6.20E-06	618.9	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes	
IMGVR_UViG_3300032082_002615|3300032082|Ga0326484_1000167	7.00E-06	564.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300032083_004029|3300032083|Ga0326489_1000010|144-16518	5.60E-12	503.2	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	
IMGVR_UViG_3300032084_002676|3300032084|Ga0326490_1000895	3.20E-19	501.6	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	
IMGVR_UViG_3300032104_000152|3300032104|Ga0326311_1000064|265-25943	2.10E-13	272.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300032105_000115|3300032105|Ga0326312_1000071|34088-59766	1.80E-08	272.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300032106_000129|3300032106|Ga0326313_1000061|34087-59765	6.50E-08	272.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300032124_000004|3300032124|Ga0311274_10007|182-14024	7.30E-08	600.6	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	
IMGVR_UViG_3300032124_000006|3300032124|Ga0311274_10014|137218-157595	1.00E-07	807.6	Viruses	
IMGVR_UViG_3300032155_000031|3300032155|Ga0326865_1000134|1-36350	2.00E-07	447.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300032205_000001|3300032205|Ga0307472_100000001	5.70E-07	367.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300032212_000060|3300032212|Ga0316207_10000960	9.30E-07	478.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Zobellviridae	
IMGVR_UViG_3300032212_000102|3300032212|Ga0316207_10001163	6.90E-09	365.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300032273_000081|3300032273|Ga0316197_10000006|256696-274121	1.40E-06	489.3	Viruses	
IMGVR_UViG_3300032288_004964|3300032288|Ga0335290_1363915	1.20E-13	844.3	Viruses	
IMGVR_UViG_3300032373_000033|3300032373|Ga0316204_10002261	6.40E-29	658.6	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300032516_000013|3300032516|Ga0315273_10000065	5.60E-11	442.3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300032516_001574|3300032516|Ga0315273_10000369	3.40E-60	344.6	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300032770_001050|3300032770|Ga0335085_10000001|2867531-2907400	1.00E-33	191.3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300033065_002451|3300033065|Ga0364479_10314	1.50E-26	249.4	Viruses	
IMGVR_UViG_3300033065_002462|3300033065|Ga0364479_10205	7.60E-13	436.4	Viruses	
IMGVR_UViG_3300033066_002000|3300033066|Ga0364482_10348	1.40E-19	197.7	Viruses	
IMGVR_UViG_3300033067_001661|3300033067|Ga0364483_10140	4.20E-11	510.5	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes	
IMGVR_UViG_3300033068_001265|3300033068|Ga0364484_11618	6.30E-56	519.1	Viruses	
IMGVR_UViG_3300033070_001080|3300033070|Ga0364486_10100	9.10E-20	396.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300033075_001167|3300033075|Ga0364574_10259	8.60E-59	300.4	Viruses	
IMGVR_UViG_3300033120_000757|3300033120|Ga0364481_10848	8.50E-13	202.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300033145_000307|3300033145|Ga0366840_1000352	2.00E-82	224.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300033148_002790|3300033148|Ga0366832_1002102	1.60E-14	294.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300033148_005420|3300033148|Ga0366832_1000765	5.70E-12	416.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300033151_000729|3300033151|Ga0366837_1000038	1.10E-09	455.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300033388_001820|3300033388|Ga0370355_1000065	6.40E-09	488.1	Viruses	
IMGVR_UViG_3300033407_000074|3300033407|Ga0214472_10000880	3.60E-07	612.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300033407_000969|3300033407|Ga0214472_10000315|26673-56182	5.60E-84	491.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300033463_000034|3300033463|Ga0310690_10000244	2.40E-09	670.4	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
