Table S12. Phage AMGs identified by VIBRANT.							
Viral gene ID	AMG	KO	KO Name	KO E-value	KO Score	KO V-score	
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_13							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_14							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_15							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_16							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_17							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_18							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_19							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_20							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_21							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_22							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_23							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_24							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_25							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_26							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_27							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_28							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_29		K06904	K06904; uncharacterized protein	1.30E-48	163.9	2.41	
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_30							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_31							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_32							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_33							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_34		K07451	mcrA; 5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]	2.40E-20	71	0.95	
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_35							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_36							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_37							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_38							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_39		K12054	atlA; lytic transglycosylase AtlA	9.00E-11	40.3	0.02	
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_40							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_41							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_42							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_43							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_44							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_45		K01160	rusA; crossover junction endodeoxyribonuclease RusA [EC:3.1.22.4]	1.80E-49	166.3	1.93	
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_46		K01356	lexA; repressor LexA [EC:3.4.21.88]	2.50E-16	57.8	2.88	
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_47							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_48							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_49							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_50							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_51							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_52							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_53		K01356	lexA; repressor LexA [EC:3.4.21.88]	4.00E-18	63.8	2.88	
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_54							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_55							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_56		K06952	K06952; uncharacterized protein	1.20E-63	213.1	0.51	
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_57							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_58							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_59							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_60		K14059	int; integrase	1.40E-112	374.9	7	
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_61		K07459	ybjD; putative ATP-dependent endonuclease of the OLD family	1.50E-15	55	0.07	
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_62		K06223	dam; DNA adenine methylase [EC:2.1.1.72]	2.90E-48	163.1	2.63	
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_63		K14059	int; integrase	7.60E-25	85.8	7	
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_64							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_65							
IMGVR_UViG_3300029858_000359|3300029858|Ga0245300_100409|24088-70711_66							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_1							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_2		K14059	int; integrase	4.50E-15	53.6	7	
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_3							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_4							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_5							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_6							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_7							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_8							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_9							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_10							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_11							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_12		K03563	csrA; carbon storage regulator	1.30E-27	93.9	0.07	
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_13							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_14							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_15							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_16							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_17							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_18							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_19							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_20							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_21							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_22							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_23							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_24							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_25							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_26							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_27							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_28							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_29							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_30							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_31							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_32							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_33							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_34							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_35							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_36							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_37		K06909	xtmB; phage terminase large subunit	5.90E-57	191.5	4.5	
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_38							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_39							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_40							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_41							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_42							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_43							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_44							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_45							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_46							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_47							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_48							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_49							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_50							
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538_51							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_1		K11089	"TROVE2, SSA2; 60 kDa SS-A/Ro ribonucleoprotein"	4.80E-105	350.2	0.28	
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_2							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_3							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_4							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_5							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_6							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_7							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_8							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_9							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_10							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_11							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_12							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_13		K05521	draG; ADP-ribosyl-[dinitrogen reductase] hydrolase [EC:3.2.2.24]	4.90E-57	191.3	0.18	
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_14	AMG	K01465	"URA4, pyrC; dihydroorotase [EC:3.5.2.3]"	1.90E-67	226.3	0	
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_15							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_16							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_17							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_18							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_19							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_20							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_21							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_22							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_23							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_24							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_25							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_26							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_27							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_28							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_29							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_30		K07096	K07096; uncharacterized protein	9.20E-14	49.5	0.16	
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_31							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_32							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_33		K19641	"hupR, hoxA; two-component system, NtrC family, response regulator HupR/HoxA"	6.10E-19	65.9	0	
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_34							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_35							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_36							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_37							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_38		K03574	"mutT, NUDT15, MTH2; 8-oxo-dGTP diphosphatase [EC:3.6.1.55]"	1.10E-19	68.9	0.69	
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_39							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_40							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_41							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_42							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_43							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_44							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_45							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_46							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_47							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_48							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_49							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_50							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_51							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_52							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_53							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_54							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_55							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_56							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_57							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_58							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_59							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_60							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_61							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_62							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_63							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_64							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_65							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_66							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_67							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_68							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_69							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_70							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_71							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_72							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_73							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_74		K03648	"UNG, UDG; uracil-DNA glycosylase [EC:3.2.2.27]"	5.70E-104	346.9	0.04	
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_75							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_76							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_77							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_78							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_79							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_80							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_81							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_82							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_83							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_84							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_85							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_86							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_87							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_88							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_89							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_90							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_91							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_92							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_93							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_94							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_95							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_96							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_97							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_98							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_99		K07689	"uvrY, gacA, varA; two-component system, NarL family, invasion response regulator UvrY"	7.70E-49	163.8	0	
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_100							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_101							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_102							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_103							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_104							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_105							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_106							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_107							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_108							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_109							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_110							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_111		K02470	gyrB; DNA gyrase subunit B [EC:5.6.2.2]	1.50E-11	41.1	0.62	
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_112							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_113							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_114							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_115							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_116							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_117							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_118							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_119							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_120							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_121		K03733	xerC; integrase/recombinase XerC	8.70E-55	184.5	0.65	
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_122							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_123							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_124							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_125							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_126							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_127							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_128							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_129							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_130							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_131							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_132							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_133							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_134							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_135							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_136							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_137							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_138							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_139							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_140							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_141							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_142							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_143		K03413	"cheY; two-component system, chemotaxis family, chemotaxis protein CheY"	1.40E-18	65.4	0	
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_144							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_145							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_146							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_147							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_148							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_149							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_150							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_151		K03089	rpoH; RNA polymerase sigma-32 factor	4.20E-19	66.9	0.04	
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_152							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_153							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_154							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_155							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_156							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_157							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_158							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_159							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_160							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_161							
IMGVR_UViG_3300015263_001049|3300015263|Ga0183003_10000220_162							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_1		K05788	"ihfB, himD; integration host factor subunit beta"	4.90E-42	141.7	0	
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_2							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_3							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_4							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_5							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_6							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_7							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_8							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_9							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_10							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_11							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_12							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_13							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_14							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_15							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_16							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_17							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_18							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_19		K07317	K07317; adenine-specific DNA-methyltransferase [EC:2.1.1.72]	5.20E-15	53.2	0.4	
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_20							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_21							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_22		K01356	lexA; repressor LexA [EC:3.4.21.88]	3.60E-14	50.8	2.88	
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_23							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_24							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_25							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_26		K03466	"ftsK, spoIIIE; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family"	2.30E-20	70.5	0.72	
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_27		K13525	"VCP, CDC48; transitional endoplasmic reticulum ATPase"	5.70E-38	128.4	0.34	
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_28		K03497	"parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein"	3.00E-40	136.9	1.4	
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_29							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_30							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_31							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_32							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_33							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_34	AMG	K21029	moeB; molybdopterin-synthase adenylyltransferase [EC:2.7.7.80]	1.70E-14	51.7	0.05	
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_35							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_36							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_37		K01356	lexA; repressor LexA [EC:3.4.21.88]	6.70E-11	40	2.88	
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_38		K05785	rfaH; transcriptional antiterminator RfaH	9.30E-14	49	0	
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_39							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_40							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_41							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_42							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_43		K21512	"gpA; terminase, large subunit [EC:3.1.21.4]"	9.90E-89	296.4	1.08	
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_44							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_45							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_46							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_47		K21511	GPC; capsid assembly protease [EC:3.4.21.-]	5.10E-92	306.9	0.72	
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_48							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_49							
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368_50							
