Table S2. Metadata of 1839 filtered phage genomes.							
UViGs	Viral OTUs	Virulence genes	Isolation Source	Country	Bit Score	E-value	Identities
IMGVR_UViG_3300049718_000055	vOTU_08327127	iacP	Environmental;Terrestrial;Soil;Peat	Europe	52.7582	2.60803e-07	32.89473684
IMGVR_UViG_3300048811_000082	vOTU_08352422	mgtC	Environmental;Terrestrial;Soil;Peat	Europe	106.686	1.63737e-25	60.22727273
IMGVR_UViG_3300048813_000325	vOTU_08352719	mgtB	Environmental;Terrestrial;Soil;Peat	Europe	248.054	4.64627e-66	28.45417237
IMGVR_UViG_3300048827_000197	vOTU_08354209	mgtB	Environmental;Terrestrial;Soil;Peat	Europe	237.654	1.78014e-67	42.94871795
IMGVR_UViG_3300050123_000185	vOTU_08614036	araB	Environmental;Terrestrial;Soil;Peat	Europe	71.633	1.84955e-09	21.96796339
IMGVR_UViG_3300037202_000176	vOTU_06779196	mgtC	Environmental;Terrestrial;Soil;Wetlands	Europe	106.686	1.65501e-25	53.91304348
IMGVR_UViG_3300037104_001076	vOTU_06776740	mgtB	Environmental;Terrestrial;Soil;Wetlands	Europe	221.09	9.15892e-57	27.67857143
IMGVR_UViG_3300037106_000140	vOTU_06777593	mgtB	Environmental;Terrestrial;Soil;Wetlands	Europe	290.812	5.32985e-87	50.9375
IMGVR_UViG_3300037225_001321	vOTU_06774485	iacP	Environmental;Terrestrial;Soil;Wetlands	Europe	50.8322	1.48911e-06	30.76923077
IMGVR_UViG_3300037233_000210	vOTU_06795302	mgtB	Environmental;Terrestrial;Soil;Wetlands	Europe	245.743	2.11037e-64	30.1910828
IMGVR_UViG_3300037100_000148	vOTU_06776216	mgtB	Environmental;Terrestrial;Soil;Wetlands	Europe	264.618	3.16526e-71	29.01069519
IMGVR_UViG_3300037100_000160	vOTU_02878692	mgtB	Environmental;Terrestrial;Soil;Wetlands	Europe	279.641	3.6305e-76	28.60548272
IMGVR_UViG_3300037131_000194	vOTU_02878692	mgtB	Environmental;Terrestrial;Soil;Wetlands	Europe	216.853	3.38333e-55	27.82738095
IMGVR_UViG_3300037111_000118	vOTU_06778277	mgtB	Environmental;Terrestrial;Soil;Wetlands	Europe	278.1	3.60975e-75	28.48699764
IMGVR_UViG_3300037135_000129	vOTU_06684916	mgtB	Environmental;Terrestrial;Soil;Wetlands	Europe	261.151	1.13865e-69	29.45838838
IMGVR_UViG_3300037116_000290	vOTU_06779170	mgtB	Environmental;Terrestrial;Soil;Wetlands	Europe	235.343	3.7572e-61	29.04148784
IMGVR_UViG_3300037116_000275	vOTU_06779031	mgtB	Environmental;Terrestrial;Soil;Wetlands	Europe	281.567	5.39628e-77	28.77526754
IMGVR_UViG_3300037116_000185	vOTU_06779098	mgtC	Environmental;Terrestrial;Soil;Wetlands	Europe	106.686	1.65501e-25	53.91304348
IMGVR_UViG_3300050129_000183	vOTU_06795302	mgtB	Environmental;Terrestrial;Soil;Peat	Europe	245.743	2.1711e-64	30.1910828
IMGVR_UViG_3300050132_000492	vOTU_06615612	mgtB	Environmental;Terrestrial;Soil;Peat	Europe	285.419	5.43678e-78	27.52293578
IMGVR_UViG_3300050137_000181	vOTU_06779098	mgtC	Environmental;Terrestrial;Soil;Peat	Europe	106.686	1.65501e-25	53.91304348
IMGVR_UViG_3300037161_000224	vOTU_05437190	mgtB	Environmental;Terrestrial;Soil;Wetlands	Europe	234.572	4.93973e-61	27.50716332
IMGVR_UViG_3300037196_000558	vOTU_05437181	mgtB	Environmental;Terrestrial;Soil;Wetlands	Europe	282.722	1.62051e-78	28.17745803
IMGVR_UViG_3300037260_000054	vOTU_05369892	mgtB	Environmental;Terrestrial;Soil;Wetlands	Europe	263.848	8.77946e-71	28.00953516
IMGVR_UViG_3300037142_000052	vOTU_06791564	mgtB	Environmental;Terrestrial;Soil;Wetlands	Europe	286.189	9.31607e-80	28.82562278
IMGVR_UViG_3300037160_000118	vOTU_06794405	mgtC	Environmental;Terrestrial;Soil;Wetlands	Europe	118.242	4.77717e-30	53.91304348
IMGVR_UViG_3300037170_000365	vOTU_06683060	mgtB	Environmental;Terrestrial;Soil;Wetlands	Europe	236.498	3.1885e-62	28.55072464
IMGVR_UViG_3300037170_000364	vOTU_06795302	mgtB	Environmental;Terrestrial;Soil;Wetlands	Europe	244.588	6.59911e-64	30.06369427
IMGVR_UViG_3300037176_000088	vOTU_06796120	mgtB	Environmental;Terrestrial;Soil;Wetlands	Europe	288.886	1.3767e-79	27.96317606
IMGVR_UViG_3300037236_000224	vOTU_06824391	mgtB	Environmental;Terrestrial;Soil;Wetlands	Europe	274.248	3.53657e-74	27.81609195
IMGVR_UViG_3300048046_000056	vOTU_06684916	mgtB	Environmental;Terrestrial;Soil;Peat	Europe	271.166	3.19324e-73	29.27807487
IMGVR_UViG_3300048046_000058	vOTU_06682526	mgtB	Environmental;Terrestrial;Soil;Peat	Europe	282.337	5.95308e-77	28.03203661
IMGVR_UViG_3300047660_000044	vOTU_08290090	mgtB	Environmental;Terrestrial;Soil;Peat	Europe	272.707	1.43458e-73	27.55344418
IMGVR_UViG_3300047660_000012	vOTU_04848942	mgtB	Environmental;Terrestrial;Soil;Peat	Europe	287.73	3.04074e-80	28.28162291
IMGVR_UViG_3300018416_004041	vOTU_03348084	misL	Environmental;Aquatic;Marine;Intertidal zone	North America	67.0106	1.3754e-07	49.01960784
IMGVR_UViG_3300022914_000740	vOTU_00417433	mgtC	Environmental;Aquatic;Marine;Intertidal zone	North America	106.301	1.17544e-24	34.7826087
IMGVR_UViG_3300023172_000007	vOTU_00416766	mgtC	Environmental;Aquatic;Marine;Intertidal zone	North America	106.301	1.17544e-24	34.7826087
IMGVR_UViG_3300022937_000135	vOTU_00416957	mgtC	Environmental;Aquatic;Marine;Intertidal zone	North America	102.064	7.53232e-24	43.80165289
IMGVR_UViG_3300022935_000005	vOTU_00416766	mgtC	Environmental;Aquatic;Marine;Intertidal zone	North America	106.301	1.17544e-24	34.7826087
IMGVR_UViG_3300023084_000008	vOTU_00416766	mgtC	Environmental;Aquatic;Marine;Intertidal zone	North America	106.301	1.17544e-24	34.7826087
IMGVR_UViG_3300023081_001976	vOTU_00417341	mgtC	Environmental;Aquatic;Marine;Intertidal zone	North America	107.071	6.50499e-25	34.59459459
IMGVR_UViG_3300023170_000007	vOTU_00417540	mgtC	Environmental;Aquatic;Marine;Intertidal zone	North America	106.301	1.17544e-24	34.7826087
IMGVR_UViG_3300023117_002000	vOTU_00417095	mgtC	Environmental;Aquatic;Marine;Intertidal zone	North America	106.301	1.17544e-24	34.7826087
IMGVR_UViG_3300020168_000003	vOTU_00417540	mgtC	Environmental;Aquatic;Marine;Intertidal zone	North America	106.301	1.17544e-24	34.7826087
IMGVR_UViG_3300023115_002416	vOTU_03252553	mgtC	Environmental;Aquatic;Marine;Intertidal zone	North America	106.301	1.17544e-24	34.7826087
IMGVR_UViG_3300017964_003987	vOTU_03269807	fliC	Environmental;Aquatic;Marine;Intertidal zone	North America	86.2705	4.2295e-14	62.5
IMGVR_UViG_3300017964_003442	vOTU_00417433	mgtC	Environmental;Aquatic;Marine;Intertidal zone	North America	106.301	1.17544e-24	34.7826087
IMGVR_UViG_3300023176_000005	vOTU_00416766	mgtC	Environmental;Aquatic;Marine;Intertidal zone	North America	106.301	1.17544e-24	34.7826087
IMGVR_UViG_3300023180_000013	vOTU_00416766	mgtC	Environmental;Aquatic;Marine;Intertidal zone	North America	106.301	1.17544e-24	34.7826087
IMGVR_UViG_3300023116_000011	vOTU_00417540	mgtC	Environmental;Aquatic;Marine;Intertidal zone	North America	106.301	1.17544e-24	34.7826087
IMGVR_UViG_3300023173_000011	vOTU_00417062	mgtC	Environmental;Aquatic;Marine;Intertidal zone	North America	106.301	1.17544e-24	34.7826087
IMGVR_UViG_3300020054_000008	vOTU_03252553	mgtC	Environmental;Aquatic;Marine;Intertidal zone	North America	106.301	1.17544e-24	34.7826087
IMGVR_UViG_3300017818_002292	vOTU_03219480	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	51.2174	1.06298e-06	35.21126761
IMGVR_UViG_3300023175_000564	vOTU_03267650	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	51.2174	1.06298e-06	35.21126761
IMGVR_UViG_3300023175_003280	vOTU_03327464	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	50.8322	1.62031e-06	40
IMGVR_UViG_3300018426_002228	vOTU_03267650	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	51.2174	1.06298e-06	35.21126761
IMGVR_UViG_3300023108_000589	vOTU_03267650	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	51.2174	1.06298e-06	35.21126761
IMGVR_UViG_3300023108_002447	vOTU_03219124	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	50.8322	1.62031e-06	40
IMGVR_UViG_3300018418_000822	vOTU_03219480	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	51.2174	1.06298e-06	35.21126761
IMGVR_UViG_3300023178_001066	vOTU_03267650	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	51.2174	1.06298e-06	35.21126761
IMGVR_UViG_3300023178_004004	vOTU_03219177	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	50.8322	1.62031e-06	40
IMGVR_UViG_3300018428_005928	vOTU_03369471	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	51.2174	1.06298e-06	35.21126761
IMGVR_UViG_3300017986_000264	vOTU_03256104	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	51.2174	1.06298e-06	35.21126761
IMGVR_UViG_3300017986_004171	vOTU_03219177	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	50.8322	1.62031e-06	40
IMGVR_UViG_3300020207_001795	vOTU_03256104	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	51.2174	1.06298e-06	35.21126761
IMGVR_UViG_3300020207_002606	vOTU_03257742	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	50.8322	1.62031e-06	40
IMGVR_UViG_3300017957_000585	vOTU_03267650	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	51.2174	1.06298e-06	35.21126761
IMGVR_UViG_3300023105_000537	vOTU_03267650	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	51.2174	1.06298e-06	35.21126761
IMGVR_UViG_3300023105_002979	vOTU_03257742	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	48.9062	6.95593e-06	38.96103896
IMGVR_UViG_3300018049_000266	vOTU_03256104	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	51.2174	1.06298e-06	35.21126761
IMGVR_UViG_3300018049_004128	vOTU_03327464	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	50.8322	1.62031e-06	40
IMGVR_UViG_3300020056_001912	vOTU_03267650	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	51.2174	1.06298e-06	35.21126761
IMGVR_UViG_3300020056_002272	vOTU_03268318	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	50.8322	1.62031e-06	40
IMGVR_UViG_3300020055_002331	vOTU_03267650	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	51.2174	1.06298e-06	35.21126761
IMGVR_UViG_3300022939_000594	vOTU_03369471	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	51.2174	1.06298e-06	35.21126761
IMGVR_UViG_3300017985_000464	vOTU_03256104	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	51.2174	1.06298e-06	35.21126761
IMGVR_UViG_3300017985_002992	vOTU_03257742	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	50.8322	1.62031e-06	40
IMGVR_UViG_3300022934_003347	vOTU_03267650	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	51.2174	1.06298e-06	35.21126761
IMGVR_UViG_3300022934_004133	vOTU_03218060	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	50.8322	1.62031e-06	40
IMGVR_UViG_3300017951_003716	vOTU_03256104	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	51.2174	1.06298e-06	35.21126761
IMGVR_UViG_3300017951_005025	vOTU_03257742	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	50.8322	1.62031e-06	40
IMGVR_UViG_3300026274_000070	vOTU_04642626	misL	Environmental;Terrestrial;Soil;Tundra	Arctic Ocean	92.4337	2.09331e-15	53
IMGVR_UViG_3300045778_000254	vOTU_05437181	mgtB	Environmental;Terrestrial;Soil;Wetlands	Europe	259.996	7.17138e-71	28.26948481
IMGVR_UViG_3300045780_000045	vOTU_04848567	mgtB	Environmental;Terrestrial;Soil;Wetlands	Europe	282.722	1.21137e-77	27.84810127
IMGVR_UViG_3300014499_000532	vOTU_02881017	mgtB	Environmental;Terrestrial;Soil;Wetlands	Europe	234.187	1.41792e-60	28.41068917
IMGVR_UViG_3300014493_000711	vOTU_02877897	mgtB	Environmental;Terrestrial;Soil;Wetlands	Europe	252.292	5.00216e-67	28.22902796
IMGVR_UViG_3300014838_001534	vOTU_02914984	mgtC	Environmental;Terrestrial;Soil;Wetlands	Europe	153.295	1.40584e-42	40.44444444
IMGVR_UViG_3300031788_000007	vOTU_05174015	iacP	Environmental;Terrestrial;Soil;Wetlands	Europe	53.5286	1.28749e-07	38.02816901
IMGVR_UViG_3300031788_001035	vOTU_05461578	mgtC	Environmental;Terrestrial;Soil;Wetlands	Europe	127.102	2.69243e-32	36.07305936
IMGVR_UViG_3300031524_000530	vOTU_05183340	iacP	Environmental;Terrestrial;Soil;Wetlands	Europe	53.5286	1.28749e-07	38.02816901
IMGVR_UViG_3300031524_001448	vOTU_02881017	mgtB	Environmental;Terrestrial;Soil;Wetlands	Europe	264.618	2.13782e-70	27.91519435
IMGVR_UViG_3300031261_000782	vOTU_05437190	mgtB	Environmental;Terrestrial;Soil;Wetlands	Europe	229.95	1.59716e-59	27.20694645
IMGVR_UViG_3300031261_000926	vOTU_05437181	mgtB	Environmental;Terrestrial;Soil;Wetlands	Europe	291.967	1.05618e-81	27.99539171
IMGVR_UViG_3300029919_000047	vOTU_05173384	mgtB	Environmental;Terrestrial;Soil;Wetlands	Europe	266.929	3.05768e-72	27.78473091
IMGVR_UViG_3300030055_000004	vOTU_04953589	mgtC	Environmental;Terrestrial;Soil;Wetlands	Europe	102.064	4.84986e-24	41.66666667
IMGVR_UViG_3300030004_000157	vOTU_05002271	mgtC	Environmental;Terrestrial;Soil;Wetlands	Europe	105.531	1.81812e-25	39.16666667
IMGVR_UViG_3300030508_000174	vOTU_05002271	mgtC	Environmental;Terrestrial;Soil;Wetlands	Europe	105.531	1.81812e-25	39.16666667
IMGVR_UViG_3300029986_000196	vOTU_05002271	mgtC	Environmental;Terrestrial;Soil;Wetlands	Europe	105.531	1.81812e-25	39.16666667
IMGVR_UViG_3300030049_000573	vOTU_05173384	mgtB	Environmental;Terrestrial;Soil;Wetlands	Europe	286.96	6.70197e-79	27.66203704
IMGVR_UViG_3300030049_000136	vOTU_05002271	mgtC	Environmental;Terrestrial;Soil;Wetlands	Europe	105.531	1.81812e-25	39.16666667
IMGVR_UViG_3300028765_000311	vOTU_04956087	mgtB	Environmental;Terrestrial;Soil;Wetlands	Europe	272.707	7.34869e-74	27.53277712
IMGVR_UViG_3300028853_000124	vOTU_05002181	mgtC	Environmental;Terrestrial;Soil;Wetlands	Europe	102.064	4.84986e-24	41.66666667
IMGVR_UViG_3300028734_000041	vOTU_04952784	mgtC	Environmental;Terrestrial;Soil;Wetlands	Europe	102.064	4.84986e-24	41.66666667
IMGVR_UViG_3300030230_000047	vOTU_04956707	mgtC	Environmental;Terrestrial;Soil;Wetlands	Europe	102.064	4.84986e-24	41.66666667
IMGVR_UViG_3300028772_000007	vOTU_04953589	mgtC	Environmental;Terrestrial;Soil;Wetlands	Europe	102.064	4.84986e-24	41.66666667
IMGVR_UViG_3300029995_000244	vOTU_05003535	mgtC	Environmental;Terrestrial;Soil;Wetlands	Europe	102.064	4.84986e-24	41.66666667
IMGVR_UViG_3300028864_000049	vOTU_04953913	mgtC	Environmental;Terrestrial;Soil;Wetlands	Europe	102.064	4.84986e-24	41.66666667
IMGVR_UViG_3300028859_000079	vOTU_05003151	mgtC	Environmental;Terrestrial;Soil;Wetlands	Europe	105.531	1.81812e-25	39.16666667
IMGVR_UViG_3300028779_000036	vOTU_04958040	mgtC	Environmental;Terrestrial;Soil;Wetlands	Europe	105.531	1.81812e-25	39.16666667
IMGVR_UViG_3300028745_000234	vOTU_04848567	mgtB	Environmental;Terrestrial;Soil;Wetlands	Europe	248.825	2.93038e-66	28.95863053
IMGVR_UViG_3300028854_000054	vOTU_05002271	mgtC	Environmental;Terrestrial;Soil;Wetlands	Europe	105.531	1.81812e-25	39.16666667
IMGVR_UViG_3300028766_000053	vOTU_04956166	mgtC	Environmental;Terrestrial;Soil;Wetlands	Europe	105.531	1.81812e-25	39.16666667
IMGVR_UViG_3300029998_000017	vOTU_04953589	mgtC	Environmental;Terrestrial;Soil;Wetlands	Europe	102.064	4.84986e-24	41.66666667
IMGVR_UViG_3300030041_000122	vOTU_05003151	mgtC	Environmental;Terrestrial;Soil;Wetlands	Europe	105.531	1.81812e-25	39.16666667
IMGVR_UViG_3300029982_000160	vOTU_05002271	mgtC	Environmental;Terrestrial;Soil;Wetlands	Europe	105.531	1.81812e-25	39.16666667
IMGVR_UViG_3300028866_000299	vOTU_02881348	mgtB	Environmental;Terrestrial;Soil;Wetlands	Europe	249.21	1.66507e-66	28.95863053
IMGVR_UViG_3300029985_001133	vOTU_04848567	mgtB	Environmental;Terrestrial;Soil;Wetlands	Europe	279.256	1.26783e-76	28.28162291
IMGVR_UViG_3300029985_000301	vOTU_05002271	mgtC	Environmental;Terrestrial;Soil;Wetlands	Europe	105.531	1.81812e-25	39.16666667
IMGVR_UViG_3300029994_000155	vOTU_05173384	mgtB	Environmental;Terrestrial;Soil;Wetlands	Europe	286.96	6.70197e-79	27.66203704
IMGVR_UViG_3300029983_000047	vOTU_04953913	mgtC	Environmental;Terrestrial;Soil;Wetlands	Europe	102.064	4.84986e-24	41.66666667
IMGVR_UViG_3300030685_000722	vOTU_05400946	mgtB	Environmental;Terrestrial;Soil;Wetlands	Europe	585.104	0	52.84974093
IMGVR_UViG_3300030685_000021	vOTU_04956707	mgtC	Environmental;Terrestrial;Soil;Wetlands	Europe	102.064	4.84986e-24	41.66666667
IMGVR_UViG_3300028767_000019	vOTU_04956707	mgtC	Environmental;Terrestrial;Soil;Wetlands	Europe	102.064	4.84986e-24	41.66666667
IMGVR_UViG_3300028862_000519	vOTU_05003535	mgtC	Environmental;Terrestrial;Soil;Wetlands	Europe	102.064	4.84986e-24	41.66666667
IMGVR_UViG_3300031236_000969	vOTU_05434260	mgtB	Environmental;Terrestrial;Soil;Palsa	Europe	272.322	1.54578e-73	27.90988736
IMGVR_UViG_3300031236_000985	vOTU_05434351	mgtC	Environmental;Terrestrial;Soil;Palsa	Europe	125.561	6.78973e-32	40.29850746
IMGVR_UViG_3300031525_000929	vOTU_05462044	mgtB	Environmental;Terrestrial;Soil;Palsa	Europe	258.07	8.6357e-70	26.76399027
IMGVR_UViG_3300034524_000181	vOTU_05449431	mgtB	Environmental;Aquatic;Deep subsurface;Shale gas reservoir	North America	247.284	8.35396e-66	27.15700141
IMGVR_UViG_3300034683_000623	vOTU_01128750	mgtB	Environmental;Aquatic;Deep subsurface;Shale gas reservoir	North America	896.345	0	50
IMGVR_UViG_3300034682_000024	vOTU_06423219	fliC	Environmental;Aquatic;Deep subsurface;Shale gas reservoir	North America	198.364	2.32416e-58	84.16666667
IMGVR_UViG_3300033997_000583	vOTU_00266013	mgtB	Environmental;Aquatic;Deep subsurface;Shale gas reservoir	North America	233.032	1.40684e-65	47.47474747
IMGVR_UViG_3300031448_000095	vOTU_05447224	sseI	Environmental;Terrestrial;Rock-dwelling (endoliths);Unclassified	Antarctica	101.293	6.96854e-20	23.36448598
IMGVR_UViG_3300031472_000133	vOTU_05449242	araB	Environmental;Terrestrial;Rock-dwelling (endoliths);Unclassified	Antarctica	263.462	3.98512e-77	31.12338858
IMGVR_UViG_3300022719_000345	vOTU_04100380	mgtC	Environmental;Aquatic;Non-marine Saline and Alkaline;Hypersaline	Africa	104.76	1.64021e-24	53.63636364
IMGVR_UViG_3300022719_000329	vOTU_04100512	mgtC	Environmental;Aquatic;Non-marine Saline and Alkaline;Hypersaline	Africa	100.523	8.04406e-23	51.42857143
IMGVR_UViG_3300050330_000060	vOTU_08466303	mgtB	Engineered;Lab enrichment;Defined media;Anaerobic media	North America	319.316	3.81604e-95	41.13345521
IMGVR_UViG_3300023278_000820	vOTU_04225788	misL	Environmental;Aquatic;Sediment;Unclassified	South America	66.2402	9.62314e-08	67.21311475
IMGVR_UViG_3300023196_002190	vOTU_04199086	misL	Environmental;Aquatic;Sediment;Unclassified	South America	65.855	1.24876e-07	67.21311475
IMGVR_UViG_3300033388_006579	vOTU_06197208	mgtC	Environmental;Aquatic;Marine;Hydrothermal vents	South America	93.9745	1.70796e-20	37.5
IMGVR_UViG_3300033388_002091	vOTU_06198060	misL	Environmental;Aquatic;Marine;Hydrothermal vents	South America	64.3142	4.95624e-07	58.44155844
IMGVR_UViG_3300033153_005128	vOTU_06180417	iacP	Environmental;Aquatic;Marine;Hydrothermal vents	South America	49.6766	4.73448e-06	29.11392405
IMGVR_UViG_3300033156_000507	vOTU_06183978	iacP	Environmental;Aquatic;Marine;Hydrothermal vents	South America	49.2914	5.15768e-06	33.82352941
IMGVR_UViG_3300033148_002790	vOTU_06130491	iacP	Environmental;Aquatic;Marine;Hydrothermal vents	South America	49.2914	5.15768e-06	33.82352941
IMGVR_UViG_3300037245_003619	vOTU_06828151	mgtC	Environmental;Aquatic;Marine;Oceanic	North America	102.834	1.71871e-23	48.57142857
IMGVR_UViG_3300038548_000759	vOTU_07053193	mgtC	Environmental;Aquatic;Marine;Oceanic	North America	102.449	2.65648e-23	47.61904762
IMGVR_UViG_3300048833_000100	vOTU_08355091	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	51.6026	6.65892e-07	32.89473684
IMGVR_UViG_3300048586_000205	vOTU_08329190	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	62.003	6.66193e-11	35.52631579
IMGVR_UViG_3300048930_001305	vOTU_08377973	spvA/B	Environmental;Aquatic;Marine;Intertidal zone	North America	65.0846	3.63014e-07	24.92836676
IMGVR_UViG_3300017989_006051	vOTU_03308901	iacP	Environmental;Aquatic;Non-marine Saline and Alkaline;Hypersaline	North America	49.2914	6.52953e-06	35.61643836
IMGVR_UViG_3300017971_000840	vOTU_03277507	misL	Environmental;Aquatic;Non-marine Saline and Alkaline;Hypersaline	North America	64.3142	4.87374e-07	60.60606061
IMGVR_UViG_3300022223_000175	vOTU_04047427	iacP	Environmental;Aquatic;Marine;Sediment	North America	49.6766	4.22795e-06	38.02816901
IMGVR_UViG_3300048583_000359	vOTU_08327484	misL	Environmental;Aquatic;Freshwater;Wetlands	North America	94.7449	3.77765e-16	24.90494297
IMGVR_UViG_3300018001_000024	vOTU_03316658	misL	Environmental;Aquatic;Freshwater;Wetlands	North America	78.1814	5.67453e-11	44.95412844
IMGVR_UViG_3300018063_000004	vOTU_03331199	iacP	Environmental;Terrestrial;Soil;Riparian zone	North America	49.6766	5.75989e-06	31.76470588
IMGVR_UViG_3300038421_000185	vOTU_07037374	mgtB	Environmental;Aquatic;Marine;Wetlands	North America	565.074	0	39.49275362
IMGVR_UViG_3300031699_000167	vOTU_05558231	mgtC	Environmental;Aquatic;Marine;Intertidal zone	North America	157.147	4.61554e-44	39.48497854
IMGVR_UViG_3300031692_000082	vOTU_05556465	mgtC	Environmental;Aquatic;Marine;Intertidal zone	North America	157.147	4.61554e-44	39.48497854
IMGVR_UViG_3300028883_000750	vOTU_05005812	mgtC	Environmental;Aquatic;Marine;Wetlands	North America	107.457	7.42923e-26	49.60629921
IMGVR_UViG_3300037483_001012	vOTU_06887246	iacP	Environmental;Aquatic;Floodplain;Sediment	North America	48.9062	7.69189e-06	29.48717949
IMGVR_UViG_3300032516_004777	vOTU_05562204	iacP	Environmental;Aquatic;Freshwater;Lake	North America	51.9878	7.10213e-07	35.06493506
IMGVR_UViG_3300031999_006622	vOTU_05728840	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	98.5969	1.46416e-22	43.36283186
IMGVR_UViG_3300031999_006505	vOTU_05728194	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	106.686	1.05637e-25	46.55172414
IMGVR_UViG_3300031862_000591	vOTU_05653232	mgtB	Environmental;Aquatic;Freshwater;Lake	North America	249.595	5.91115e-67	26.49006623
IMGVR_UViG_3300032053_011701	vOTU_05778532	iacP	Environmental;Aquatic;Freshwater;Lake	North America	49.6766	4.60225e-06	36.36363636
IMGVR_UViG_3300031885_002784	vOTU_05666115	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	104.375	9.71703e-25	44.14414414
IMGVR_UViG_3300036760_000533	vOTU_06632299	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	144.436	4.47399e-40	57.57575758
IMGVR_UViG_3300035701_007101	vOTU_06597942	iacP	Environmental;Aquatic;Freshwater;Lake	North America	51.2174	1.30445e-06	33.78378378
IMGVR_UViG_3300035659_000001	vOTU_06536962	iacP	Environmental;Aquatic;Freshwater;Lake	North America	51.2174	1.30445e-06	33.78378378
IMGVR_UViG_3300035660_000002	vOTU_06538157	iacP	Environmental;Aquatic;Freshwater;Lake	North America	50.0618	2.64646e-06	33.82352941
IMGVR_UViG_3300036761_004202	vOTU_06597942	iacP	Environmental;Aquatic;Freshwater;Lake	North America	51.2174	1.30445e-06	33.78378378
IMGVR_UViG_3300037742_000148	vOTU_06981920	iacP	Environmental;Aquatic;Floodplain;Sediment	North America	51.6026	7.10803e-07	32.85714286
IMGVR_UViG_3300037722_001436	vOTU_06980441	iacP	Environmental;Aquatic;Floodplain;Sediment	North America	50.8322	1.27371e-06	36.11111111
IMGVR_UViG_3300037722_000835	vOTU_06980596	mgtC	Environmental;Aquatic;Floodplain;Sediment	North America	116.316	1.85069e-29	44.88188976
IMGVR_UViG_3300037692_000547	vOTU_06979159	iacP	Environmental;Aquatic;Floodplain;Sediment	North America	50.8322	1.27371e-06	36.11111111
IMGVR_UViG_3300037424_000806	vOTU_06887246	iacP	Environmental;Aquatic;Floodplain;Sediment	North America	48.9062	7.69189e-06	29.48717949
IMGVR_UViG_3300037478_000847	vOTU_06912539	araB	Environmental;Aquatic;Floodplain;Sediment	North America	56.9954	6.2924e-06	32.02614379
IMGVR_UViG_3300005613_002700	vOTU_01229398	mgtC	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline	Europe	99.7525	6.65553e-23	40.16393443
IMGVR_UViG_3300002231_007514	vOTU_00939859	fliC	Environmental;Aquatic;Marine;Hydrothermal vents	Europe	95.1301	2.77181e-18	56.62650602
IMGVR_UViG_3300037768_000349	vOTU_00627358	mgtB	Environmental;Aquatic;Marine;Coastal	Europe	206.068	5.56036e-54	36.33879781
IMGVR_UViG_3300047501_000068	vOTU_08254601	mgtB	Environmental;Aquatic;Freshwater;Lake	Europe	849.351	0	54.29292929
IMGVR_UViG_3300037264_005184	vOTU_06845308	mgtC	Environmental;Aquatic;Freshwater;Lake	Europe	98.2117	6.0377e-22	43.92523364
IMGVR_UViG_3300010933_000116	vOTU_00227515	sseI	Environmental;Aquatic;Sediment;Unclassified	Atlantic Ocean	281.952	3.63886e-85	89.43661972
IMGVR_UViG_3300010939_000090	vOTU_00227515	sseI	Environmental;Aquatic;Sediment;Unclassified	Atlantic Ocean	281.952	3.63886e-85	89.43661972
